record_id,crop,district,season,rainfall_mm,fertilizer_kg_ha,temperature_c,humidity_pct,soil_ph,yield_t_ha,data_source,is_synthetic
SYN-0412,maize,Chinhoyi,2023/24,733.6,192.8,16.6,62.3,6.4,0.222,MundaSense deterministic synthetic demo generator v1,True
SYN-0413,maize,Gokwe South,2024/25,730.7,37.3,25.0,70.5,5.85,2.923,MundaSense deterministic synthetic demo generator v1,True
SYN-0414,maize,Chinhoyi,2024/25,716.1,132.1,24.1,77.9,5.52,3.9,MundaSense deterministic synthetic demo generator v1,True
SYN-0415,maize,Bindura,2023/24,417.0,31.7,22.6,60.0,6.5,2.97,MundaSense deterministic synthetic demo generator v1,True
SYN-0416,maize,Mutare,2021/22,749.6,96.4,28.5,66.6,6.41,1.336,MundaSense deterministic synthetic demo generator v1,True
SYN-0417,maize,Zvishavane,2023/24,369.2,49.5,24.1,57.8,5.7,1.667,MundaSense deterministic synthetic demo generator v1,True
SYN-0418,maize,Bindura,2022/23,473.0,145.7,24.5,64.1,6.9,2.384,MundaSense deterministic synthetic demo generator v1,True
SYN-0419,maize,Gokwe South,2023/24,861.2,175.2,23.9,61.0,5.46,3.163,MundaSense deterministic synthetic demo generator v1,True
SYN-0420,maize,Masvingo,2023/24,775.4,120.8,19.2,76.0,5.68,1.01,MundaSense deterministic synthetic demo generator v1,True
SYN-0421,maize,Zvishavane,2024/25,895.2,179.7,21.6,62.8,7.28,1.889,MundaSense deterministic synthetic demo generator v1,True
SYN-0422,maize,Mutare,2022/23,569.7,14.3,28.1,73.4,6.73,1.288,MundaSense deterministic synthetic demo generator v1,True
SYN-0423,maize,Plumtree,2024/25,406.8,108.1,18.6,68.8,5.84,0.601,MundaSense deterministic synthetic demo generator v1,True
SYN-0424,maize,Masvingo,2024/25,575.5,131.0,22.7,62.2,6.31,3.357,MundaSense deterministic synthetic demo generator v1,True
SYN-0425,maize,Goromonzi,2022/23,638.9,140.7,23.9,56.0,6.21,3.997,MundaSense deterministic synthetic demo generator v1,True
SYN-0426,maize,Chinhoyi,2022/23,634.6,24.9,30.5,64.9,4.2,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0427,maize,Plumtree,2023/24,829.7,126.7,27.5,72.8,5.45,1.152,MundaSense deterministic synthetic demo generator v1,True
SYN-0428,maize,Plumtree,2024/25,553.2,142.4,23.4,70.1,6.06,3.481,MundaSense deterministic synthetic demo generator v1,True
SYN-0429,maize,Bindura,2023/24,685.1,107.4,29.1,83.7,5.84,1.6,MundaSense deterministic synthetic demo generator v1,True
SYN-0430,maize,Mutare,2024/25,437.1,41.0,22.8,80.9,6.28,2.633,MundaSense deterministic synthetic demo generator v1,True
SYN-0431,maize,Bindura,2022/23,703.3,70.3,28.2,61.5,6.91,1.924,MundaSense deterministic synthetic demo generator v1,True
SYN-0432,maize,Mutare,2023/24,620.6,193.4,20.9,66.5,5.87,2.188,MundaSense deterministic synthetic demo generator v1,True
SYN-0433,maize,Plumtree,2022/23,481.3,181.5,28.4,68.3,5.34,1.44,MundaSense deterministic synthetic demo generator v1,True
SYN-0434,maize,Chinhoyi,2024/25,576.4,129.7,23.8,59.8,6.33,4.204,MundaSense deterministic synthetic demo generator v1,True
SYN-0435,maize,Goromonzi,2022/23,585.9,147.5,21.9,79.2,5.86,3.272,MundaSense deterministic synthetic demo generator v1,True
SYN-0436,maize,Bindura,2023/24,570.0,169.8,24.4,70.2,5.99,3.277,MundaSense deterministic synthetic demo generator v1,True
SYN-0437,maize,Masvingo,2021/22,947.7,128.8,26.0,68.1,5.89,1.463,MundaSense deterministic synthetic demo generator v1,True
SYN-0438,maize,Zvishavane,2024/25,601.8,190.4,23.6,73.7,7.71,3.461,MundaSense deterministic synthetic demo generator v1,True
SYN-0439,maize,Bindura,2022/23,574.9,186.9,26.8,80.7,4.49,1.39,MundaSense deterministic synthetic demo generator v1,True
SYN-0440,maize,Goromonzi,2022/23,232.0,346.7,23.3,69.2,5.82,1.911,MundaSense deterministic synthetic demo generator v1,True
SYN-0441,maize,Zvishavane,2023/24,454.6,72.2,27.0,64.1,6.1,1.981,MundaSense deterministic synthetic demo generator v1,True
SYN-0442,maize,Gokwe South,2022/23,571.3,73.0,26.5,79.0,5.54,1.399,MundaSense deterministic synthetic demo generator v1,True
SYN-0443,maize,Chinhoyi,2024/25,493.1,8.9,24.9,75.3,6.75,2.767,MundaSense deterministic synthetic demo generator v1,True
SYN-0444,maize,Goromonzi,2023/24,875.6,123.4,23.7,64.5,6.69,3.178,MundaSense deterministic synthetic demo generator v1,True
SYN-0445,maize,Masvingo,2023/24,589.5,266.2,25.6,66.1,6.07,3.58,MundaSense deterministic synthetic demo generator v1,True
SYN-0446,maize,Mutare,2021/22,858.4,198.6,26.8,67.0,5.91,2.847,MundaSense deterministic synthetic demo generator v1,True
SYN-0447,maize,Gokwe South,2021/22,631.4,157.7,31.5,65.2,6.02,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0448,maize,Zvishavane,2022/23,626.9,206.1,28.0,52.2,6.02,2.087,MundaSense deterministic synthetic demo generator v1,True
SYN-0449,maize,Masvingo,2024/25,603.6,132.4,28.1,50.4,6.04,2.282,MundaSense deterministic synthetic demo generator v1,True
SYN-0450,maize,Gokwe South,2024/25,620.7,83.3,34.7,51.7,5.96,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0451,maize,Zvishavane,2023/24,938.0,302.2,26.7,56.6,6.28,2.412,MundaSense deterministic synthetic demo generator v1,True
SYN-0452,maize,Zvishavane,2023/24,190.9,126.9,26.6,59.6,6.64,1.351,MundaSense deterministic synthetic demo generator v1,True
SYN-0453,maize,Goromonzi,2022/23,249.7,184.7,27.3,70.6,5.21,1.954,MundaSense deterministic synthetic demo generator v1,True
SYN-0454,maize,Bindura,2021/22,519.5,14.2,22.0,67.1,5.34,2.002,MundaSense deterministic synthetic demo generator v1,True
SYN-0455,maize,Masvingo,2021/22,622.7,17.0,23.7,69.2,4.84,2.088,MundaSense deterministic synthetic demo generator v1,True
SYN-0456,maize,Masvingo,2022/23,747.7,110.1,23.5,56.5,6.72,2.927,MundaSense deterministic synthetic demo generator v1,True
SYN-0457,maize,Chinhoyi,2022/23,707.5,54.8,27.1,60.9,6.28,2.51,MundaSense deterministic synthetic demo generator v1,True
SYN-0458,maize,Mutare,2021/22,548.9,116.0,24.6,72.1,6.46,3.169,MundaSense deterministic synthetic demo generator v1,True
SYN-0459,maize,Plumtree,2022/23,808.5,73.0,25.5,71.5,5.07,1.916,MundaSense deterministic synthetic demo generator v1,True
SYN-0460,maize,Bindura,2021/22,810.6,360.0,28.5,57.5,7.39,2.014,MundaSense deterministic synthetic demo generator v1,True
SYN-0461,maize,Mutare,2023/24,654.1,176.6,27.8,66.0,5.66,2.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0462,maize,Chinhoyi,2024/25,798.1,217.1,24.6,86.6,6.22,2.88,MundaSense deterministic synthetic demo generator v1,True
SYN-0463,maize,Mutare,2023/24,670.4,20.3,23.0,67.7,6.72,2.906,MundaSense deterministic synthetic demo generator v1,True
SYN-0464,maize,Goromonzi,2022/23,516.1,156.5,28.6,57.7,5.39,2.41,MundaSense deterministic synthetic demo generator v1,True
SYN-0465,maize,Bindura,2022/23,749.1,89.4,27.5,63.2,5.71,2.229,MundaSense deterministic synthetic demo generator v1,True
SYN-0466,maize,Zvishavane,2022/23,640.5,219.3,20.1,70.7,6.23,3.046,MundaSense deterministic synthetic demo generator v1,True
SYN-0467,maize,Chinhoyi,2021/22,620.2,143.9,24.1,65.7,8.16,1.704,MundaSense deterministic synthetic demo generator v1,True
SYN-0468,maize,Masvingo,2023/24,892.5,97.4,25.6,65.8,6.32,2.209,MundaSense deterministic synthetic demo generator v1,True
SYN-0469,maize,Chinhoyi,2023/24,166.6,44.2,27.5,51.7,7.26,0.664,MundaSense deterministic synthetic demo generator v1,True
SYN-0470,maize,Zvishavane,2021/22,357.7,108.9,27.9,55.8,6.97,1.157,MundaSense deterministic synthetic demo generator v1,True
SYN-0471,maize,Mutare,2022/23,400.4,191.0,26.0,64.5,6.36,2.889,MundaSense deterministic synthetic demo generator v1,True
SYN-0472,maize,Plumtree,2022/23,552.8,226.3,26.9,63.7,5.39,3.459,MundaSense deterministic synthetic demo generator v1,True
SYN-0473,maize,Goromonzi,2021/22,572.9,80.0,25.3,61.2,6.86,2.543,MundaSense deterministic synthetic demo generator v1,True
SYN-0474,maize,Goromonzi,2023/24,341.1,341.1,23.0,66.3,5.02,1.518,MundaSense deterministic synthetic demo generator v1,True
SYN-0475,maize,Mutare,2023/24,437.7,182.8,24.3,67.5,7.25,1.943,MundaSense deterministic synthetic demo generator v1,True
SYN-0476,maize,Plumtree,2023/24,460.7,55.5,25.2,74.4,6.24,1.737,MundaSense deterministic synthetic demo generator v1,True
SYN-0477,maize,Plumtree,2023/24,1074.6,47.2,25.0,65.6,4.2,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0478,maize,Bindura,2024/25,953.3,92.9,19.3,74.1,5.85,1.19,MundaSense deterministic synthetic demo generator v1,True
SYN-0479,maize,Mutare,2024/25,543.8,79.8,23.9,62.4,6.57,2.89,MundaSense deterministic synthetic demo generator v1,True
SYN-0480,maize,Bindura,2023/24,552.7,133.0,25.3,71.5,5.93,3.471,MundaSense deterministic synthetic demo generator v1,True
SYN-0481,maize,Gokwe South,2024/25,407.4,102.2,24.2,70.4,6.61,2.515,MundaSense deterministic synthetic demo generator v1,True
SYN-0482,maize,Plumtree,2022/23,267.0,84.1,24.3,74.8,5.49,0.906,MundaSense deterministic synthetic demo generator v1,True
SYN-0483,maize,Gokwe South,2024/25,598.4,33.1,26.6,71.8,5.16,2.346,MundaSense deterministic synthetic demo generator v1,True
SYN-0484,maize,Plumtree,2024/25,435.4,146.4,21.8,74.1,6.05,2.593,MundaSense deterministic synthetic demo generator v1,True
SYN-0485,maize,Goromonzi,2023/24,604.3,31.0,20.1,69.1,6.12,1.671,MundaSense deterministic synthetic demo generator v1,True
SYN-0486,maize,Chinhoyi,2024/25,324.0,183.1,24.0,69.4,5.85,2.2,MundaSense deterministic synthetic demo generator v1,True
SYN-0487,maize,Gokwe South,2023/24,479.0,22.3,27.5,74.3,6.98,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0488,maize,Masvingo,2023/24,647.5,29.6,30.3,56.9,5.49,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0489,maize,Plumtree,2022/23,687.7,55.3,27.5,59.1,6.33,1.899,MundaSense deterministic synthetic demo generator v1,True
SYN-0490,maize,Masvingo,2024/25,697.2,75.4,20.5,71.2,6.15,2.554,MundaSense deterministic synthetic demo generator v1,True
SYN-0491,maize,Zvishavane,2023/24,375.7,65.8,24.4,70.7,4.98,0.687,MundaSense deterministic synthetic demo generator v1,True
SYN-0492,maize,Plumtree,2024/25,778.1,75.2,25.9,58.5,5.15,2.154,MundaSense deterministic synthetic demo generator v1,True
SYN-0493,maize,Plumtree,2022/23,472.0,117.4,25.7,65.4,6.11,1.86,MundaSense deterministic synthetic demo generator v1,True
SYN-0494,maize,Masvingo,2024/25,737.1,56.2,26.8,64.4,7.53,2.045,MundaSense deterministic synthetic demo generator v1,True
SYN-0495,maize,Gokwe South,2021/22,618.0,118.0,22.3,48.5,6.52,3.004,MundaSense deterministic synthetic demo generator v1,True
SYN-0496,maize,Goromonzi,2021/22,365.4,14.4,25.3,64.3,4.86,1.027,MundaSense deterministic synthetic demo generator v1,True
SYN-0497,maize,Bindura,2023/24,561.5,54.8,26.4,64.1,4.2,1.086,MundaSense deterministic synthetic demo generator v1,True
SYN-0498,maize,Gokwe South,2023/24,687.6,28.5,27.7,63.2,6.63,1.149,MundaSense deterministic synthetic demo generator v1,True
SYN-0499,maize,Zvishavane,2024/25,733.4,181.9,22.6,80.9,6.03,2.97,MundaSense deterministic synthetic demo generator v1,True
SYN-0500,maize,Goromonzi,2022/23,593.9,61.3,24.0,56.2,6.92,2.901,MundaSense deterministic synthetic demo generator v1,True
SYN-0501,maize,Bindura,2023/24,903.4,141.2,16.7,64.9,5.47,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0502,maize,Mutare,2023/24,806.4,24.6,23.2,44.3,6.35,2.31,MundaSense deterministic synthetic demo generator v1,True
SYN-0503,maize,Zvishavane,2024/25,572.5,224.2,23.5,63.2,6.71,4.125,MundaSense deterministic synthetic demo generator v1,True
SYN-0504,maize,Plumtree,2023/24,758.8,105.8,21.9,65.1,5.78,3.022,MundaSense deterministic synthetic demo generator v1,True
SYN-0505,maize,Gokwe South,2022/23,977.8,286.5,25.6,61.5,5.79,1.926,MundaSense deterministic synthetic demo generator v1,True
SYN-0506,maize,Goromonzi,2024/25,982.7,98.6,24.9,76.5,6.12,2.743,MundaSense deterministic synthetic demo generator v1,True
SYN-0507,maize,Masvingo,2021/22,392.8,33.4,18.1,79.1,6.49,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0508,maize,Chinhoyi,2024/25,448.6,50.2,25.8,66.7,6.09,2.0,MundaSense deterministic synthetic demo generator v1,True
SYN-0509,maize,Gokwe South,2021/22,894.7,85.8,22.2,65.1,6.8,2.44,MundaSense deterministic synthetic demo generator v1,True
SYN-0510,maize,Chinhoyi,2022/23,424.2,51.6,26.6,74.6,5.77,1.706,MundaSense deterministic synthetic demo generator v1,True
SYN-0511,maize,Zvishavane,2024/25,375.3,171.9,21.1,69.0,5.14,0.901,MundaSense deterministic synthetic demo generator v1,True
SYN-0512,maize,Mutare,2023/24,530.1,103.9,25.2,59.0,7.52,2.431,MundaSense deterministic synthetic demo generator v1,True
SYN-0513,maize,Plumtree,2024/25,697.7,52.0,24.2,51.6,5.66,2.959,MundaSense deterministic synthetic demo generator v1,True
SYN-0514,maize,Plumtree,2023/24,601.1,157.2,26.0,61.8,5.69,2.679,MundaSense deterministic synthetic demo generator v1,True
SYN-0515,maize,Zvishavane,2023/24,499.6,78.7,25.5,73.0,6.05,2.258,MundaSense deterministic synthetic demo generator v1,True
SYN-0516,maize,Bindura,2022/23,495.3,153.1,24.3,87.5,6.15,2.442,MundaSense deterministic synthetic demo generator v1,True
SYN-0517,maize,Zvishavane,2021/22,488.2,70.9,20.3,70.3,5.82,1.798,MundaSense deterministic synthetic demo generator v1,True
SYN-0518,maize,Bindura,2021/22,457.3,135.6,20.5,62.7,6.09,2.085,MundaSense deterministic synthetic demo generator v1,True
SYN-0519,maize,Goromonzi,2022/23,1042.1,77.0,23.3,57.0,6.07,2.143,MundaSense deterministic synthetic demo generator v1,True
SYN-0520,maize,Masvingo,2021/22,675.0,171.9,25.1,71.4,6.23,3.312,MundaSense deterministic synthetic demo generator v1,True
SYN-0521,maize,Gokwe South,2023/24,784.1,25.0,23.2,51.9,4.4,0.583,MundaSense deterministic synthetic demo generator v1,True
SYN-0522,maize,Chinhoyi,2024/25,529.5,41.6,27.0,70.0,7.45,1.344,MundaSense deterministic synthetic demo generator v1,True
SYN-0523,maize,Chinhoyi,2024/25,585.6,90.6,24.2,74.4,5.99,2.274,MundaSense deterministic synthetic demo generator v1,True
SYN-0524,maize,Plumtree,2022/23,488.0,63.2,22.1,72.5,6.52,2.376,MundaSense deterministic synthetic demo generator v1,True
SYN-0525,maize,Gokwe South,2024/25,150.0,75.5,24.2,65.1,5.11,0.401,MundaSense deterministic synthetic demo generator v1,True
SYN-0526,maize,Gokwe South,2024/25,365.1,144.7,25.8,71.0,5.76,2.165,MundaSense deterministic synthetic demo generator v1,True
SYN-0527,maize,Zvishavane,2024/25,285.0,74.5,26.1,67.3,5.62,1.519,MundaSense deterministic synthetic demo generator v1,True
SYN-0528,maize,Chinhoyi,2022/23,203.8,120.5,30.9,55.4,7.16,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0529,maize,Zvishavane,2022/23,398.9,54.5,23.0,84.5,5.68,0.899,MundaSense deterministic synthetic demo generator v1,True
SYN-0530,maize,Zvishavane,2024/25,865.1,20.8,24.9,63.4,6.65,2.181,MundaSense deterministic synthetic demo generator v1,True
SYN-0531,maize,Masvingo,2021/22,611.8,152.6,26.4,72.5,5.63,3.412,MundaSense deterministic synthetic demo generator v1,True
SYN-0532,maize,Chinhoyi,2022/23,858.8,252.8,25.0,44.7,5.77,3.883,MundaSense deterministic synthetic demo generator v1,True
SYN-0533,maize,Chinhoyi,2021/22,696.0,113.2,23.5,79.0,5.92,3.611,MundaSense deterministic synthetic demo generator v1,True
SYN-0534,maize,Gokwe South,2024/25,764.8,93.7,20.3,83.0,7.02,2.148,MundaSense deterministic synthetic demo generator v1,True
SYN-0535,maize,Masvingo,2023/24,453.3,106.2,23.5,67.8,4.74,0.994,MundaSense deterministic synthetic demo generator v1,True
SYN-0536,maize,Chinhoyi,2021/22,716.9,207.0,21.8,73.8,5.15,3.168,MundaSense deterministic synthetic demo generator v1,True
SYN-0537,maize,Goromonzi,2021/22,754.8,114.0,19.7,75.2,4.7,1.355,MundaSense deterministic synthetic demo generator v1,True
SYN-0538,maize,Bindura,2023/24,513.3,156.8,22.6,62.4,5.32,3.038,MundaSense deterministic synthetic demo generator v1,True
SYN-0539,maize,Masvingo,2023/24,723.5,152.9,21.9,73.6,5.52,2.394,MundaSense deterministic synthetic demo generator v1,True
SYN-0540,maize,Bindura,2024/25,724.7,180.2,26.9,57.9,4.94,2.782,MundaSense deterministic synthetic demo generator v1,True
SYN-0541,maize,Mutare,2022/23,518.3,92.5,27.0,59.6,5.57,2.476,MundaSense deterministic synthetic demo generator v1,True
SYN-0542,maize,Bindura,2024/25,412.3,70.3,22.3,78.5,4.65,1.435,MundaSense deterministic synthetic demo generator v1,True
SYN-0543,maize,Chinhoyi,2022/23,400.9,136.5,24.3,75.8,5.37,2.478,MundaSense deterministic synthetic demo generator v1,True
SYN-0544,maize,Chinhoyi,2024/25,636.0,173.0,19.3,64.1,6.96,2.176,MundaSense deterministic synthetic demo generator v1,True
SYN-0545,maize,Plumtree,2021/22,680.5,191.8,23.6,60.9,6.39,2.599,MundaSense deterministic synthetic demo generator v1,True
SYN-0546,maize,Bindura,2021/22,473.4,221.3,26.3,59.8,6.23,3.529,MundaSense deterministic synthetic demo generator v1,True
SYN-0547,maize,Goromonzi,2021/22,624.9,164.2,27.7,71.2,5.38,3.755,MundaSense deterministic synthetic demo generator v1,True
SYN-0548,maize,Masvingo,2022/23,725.5,67.8,22.9,59.0,4.99,2.624,MundaSense deterministic synthetic demo generator v1,True
SYN-0549,maize,Masvingo,2024/25,734.4,113.1,28.4,67.4,5.28,1.346,MundaSense deterministic synthetic demo generator v1,True
SYN-0550,maize,Mutare,2021/22,907.1,107.2,20.4,76.4,6.07,1.31,MundaSense deterministic synthetic demo generator v1,True
SYN-0551,maize,Plumtree,2022/23,856.2,100.3,21.2,68.3,6.73,2.39,MundaSense deterministic synthetic demo generator v1,True
SYN-0552,maize,Goromonzi,2021/22,434.8,136.7,27.3,74.0,6.75,2.55,MundaSense deterministic synthetic demo generator v1,True
SYN-0553,maize,Plumtree,2024/25,931.5,87.3,30.3,60.1,6.55,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0554,maize,Gokwe South,2023/24,521.8,87.3,26.6,63.4,5.57,2.092,MundaSense deterministic synthetic demo generator v1,True
SYN-0555,maize,Zvishavane,2024/25,813.3,261.4,25.0,57.7,6.12,3.524,MundaSense deterministic synthetic demo generator v1,True
SYN-0556,maize,Masvingo,2023/24,632.6,95.5,18.3,80.3,5.87,1.352,MundaSense deterministic synthetic demo generator v1,True
SYN-0557,maize,Mutare,2023/24,543.8,179.5,18.8,63.9,5.96,1.602,MundaSense deterministic synthetic demo generator v1,True
SYN-0558,maize,Zvishavane,2024/25,285.6,185.4,25.5,69.3,7.57,0.516,MundaSense deterministic synthetic demo generator v1,True
SYN-0559,maize,Plumtree,2021/22,588.3,115.0,24.0,66.6,4.83,2.471,MundaSense deterministic synthetic demo generator v1,True
SYN-0560,maize,Plumtree,2024/25,331.5,89.5,21.7,59.4,5.93,2.108,MundaSense deterministic synthetic demo generator v1,True
SYN-0561,maize,Masvingo,2023/24,799.0,56.1,25.3,60.8,6.97,2.207,MundaSense deterministic synthetic demo generator v1,True
SYN-0562,maize,Bindura,2023/24,900.6,30.6,25.5,78.6,5.04,1.614,MundaSense deterministic synthetic demo generator v1,True
SYN-0563,maize,Goromonzi,2022/23,472.6,142.4,28.0,66.2,5.64,1.906,MundaSense deterministic synthetic demo generator v1,True
SYN-0564,maize,Chinhoyi,2024/25,675.9,126.1,25.5,57.1,5.72,3.135,MundaSense deterministic synthetic demo generator v1,True
SYN-0565,maize,Zvishavane,2022/23,485.8,154.6,28.9,66.5,5.94,2.031,MundaSense deterministic synthetic demo generator v1,True
SYN-0566,maize,Chinhoyi,2021/22,503.7,73.2,25.1,65.1,4.95,2.195,MundaSense deterministic synthetic demo generator v1,True
SYN-0567,maize,Chinhoyi,2024/25,763.3,276.2,24.7,92.0,6.53,3.467,MundaSense deterministic synthetic demo generator v1,True
SYN-0568,maize,Chinhoyi,2021/22,612.9,132.6,28.4,66.7,6.58,2.96,MundaSense deterministic synthetic demo generator v1,True
SYN-0569,maize,Mutare,2021/22,941.8,93.3,22.1,65.1,6.47,1.552,MundaSense deterministic synthetic demo generator v1,True
SYN-0570,maize,Masvingo,2023/24,530.8,19.7,33.8,73.1,5.47,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0571,maize,Zvishavane,2021/22,804.9,78.5,26.3,49.0,6.16,2.381,MundaSense deterministic synthetic demo generator v1,True
SYN-0572,maize,Goromonzi,2024/25,638.0,158.8,26.3,66.5,5.45,3.178,MundaSense deterministic synthetic demo generator v1,True
SYN-0573,maize,Gokwe South,2022/23,767.2,218.1,26.7,83.2,5.86,3.142,MundaSense deterministic synthetic demo generator v1,True
SYN-0574,maize,Bindura,2021/22,537.3,102.4,30.9,61.3,7.65,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0575,maize,Bindura,2024/25,610.8,238.1,27.6,49.1,6.17,2.704,MundaSense deterministic synthetic demo generator v1,True
SYN-0576,maize,Gokwe South,2023/24,598.6,53.2,20.1,66.3,5.24,1.621,MundaSense deterministic synthetic demo generator v1,True
SYN-0577,maize,Zvishavane,2022/23,465.3,128.3,29.5,76.5,6.23,1.015,MundaSense deterministic synthetic demo generator v1,True
SYN-0578,maize,Masvingo,2023/24,742.5,130.4,24.0,70.6,5.13,3.076,MundaSense deterministic synthetic demo generator v1,True
SYN-0579,maize,Zvishavane,2023/24,740.3,143.0,25.4,58.6,5.24,2.938,MundaSense deterministic synthetic demo generator v1,True
SYN-0580,maize,Bindura,2021/22,729.8,111.0,21.1,63.0,5.35,2.884,MundaSense deterministic synthetic demo generator v1,True
SYN-0581,maize,Bindura,2024/25,904.3,124.2,26.7,60.3,5.78,2.743,MundaSense deterministic synthetic demo generator v1,True
SYN-0582,maize,Plumtree,2022/23,888.1,52.3,23.1,71.1,6.77,1.938,MundaSense deterministic synthetic demo generator v1,True
SYN-0583,maize,Bindura,2023/24,550.6,206.4,25.4,78.3,6.52,2.767,MundaSense deterministic synthetic demo generator v1,True
SYN-0584,maize,Bindura,2024/25,689.0,169.5,24.2,76.5,6.48,3.919,MundaSense deterministic synthetic demo generator v1,True
SYN-0585,maize,Goromonzi,2023/24,504.6,121.4,31.1,66.4,5.31,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0586,maize,Zvishavane,2023/24,624.3,171.8,31.2,50.1,5.71,1.044,MundaSense deterministic synthetic demo generator v1,True
SYN-0587,maize,Mutare,2022/23,509.0,210.2,25.2,54.4,6.3,3.854,MundaSense deterministic synthetic demo generator v1,True
SYN-0588,maize,Bindura,2021/22,919.7,141.8,25.3,71.1,5.65,2.743,MundaSense deterministic synthetic demo generator v1,True
SYN-0589,maize,Plumtree,2022/23,687.3,292.8,23.9,55.1,5.9,3.726,MundaSense deterministic synthetic demo generator v1,True
SYN-0590,maize,Plumtree,2024/25,579.7,148.7,28.5,62.0,6.42,2.137,MundaSense deterministic synthetic demo generator v1,True
SYN-0591,maize,Plumtree,2023/24,840.8,58.0,24.1,69.9,5.85,1.661,MundaSense deterministic synthetic demo generator v1,True
SYN-0592,maize,Zvishavane,2022/23,218.4,117.8,23.8,57.1,6.26,1.498,MundaSense deterministic synthetic demo generator v1,True
SYN-0593,maize,Chinhoyi,2024/25,247.4,175.6,28.1,55.1,7.25,0.892,MundaSense deterministic synthetic demo generator v1,True
SYN-0594,maize,Zvishavane,2024/25,767.2,210.3,23.4,66.8,5.98,3.66,MundaSense deterministic synthetic demo generator v1,True
SYN-0595,maize,Gokwe South,2024/25,631.2,112.4,25.0,71.0,6.95,3.379,MundaSense deterministic synthetic demo generator v1,True
SYN-0596,maize,Plumtree,2022/23,666.3,54.9,20.2,79.4,6.5,2.346,MundaSense deterministic synthetic demo generator v1,True
SYN-0597,maize,Masvingo,2023/24,374.6,88.3,27.3,70.4,5.04,0.349,MundaSense deterministic synthetic demo generator v1,True
SYN-0598,maize,Plumtree,2023/24,615.7,39.3,31.1,62.9,5.31,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0599,maize,Mutare,2022/23,990.6,157.5,27.3,58.1,5.5,2.394,MundaSense deterministic synthetic demo generator v1,True
SYN-0600,maize,Mutare,2022/23,772.5,77.9,29.6,53.6,5.48,1.622,MundaSense deterministic synthetic demo generator v1,True
SYN-0601,maize,Masvingo,2021/22,651.4,64.2,22.5,63.7,6.03,2.489,MundaSense deterministic synthetic demo generator v1,True
SYN-0602,maize,Plumtree,2022/23,538.8,166.3,25.8,69.6,6.54,2.769,MundaSense deterministic synthetic demo generator v1,True
SYN-0603,maize,Mutare,2023/24,547.0,235.5,22.2,71.5,7.0,2.829,MundaSense deterministic synthetic demo generator v1,True
SYN-0604,maize,Chinhoyi,2024/25,226.1,64.0,24.4,48.0,6.32,1.594,MundaSense deterministic synthetic demo generator v1,True
SYN-0605,maize,Plumtree,2024/25,667.7,112.8,27.5,57.7,5.78,2.855,MundaSense deterministic synthetic demo generator v1,True
SYN-0606,maize,Masvingo,2021/22,776.4,90.6,25.4,77.0,4.6,2.791,MundaSense deterministic synthetic demo generator v1,True
SYN-0607,maize,Gokwe South,2023/24,328.5,215.7,20.7,70.2,6.15,1.551,MundaSense deterministic synthetic demo generator v1,True
SYN-0608,maize,Masvingo,2021/22,497.6,97.1,21.0,56.5,6.12,2.282,MundaSense deterministic synthetic demo generator v1,True
SYN-0609,maize,Zvishavane,2023/24,405.9,51.4,20.8,90.6,6.23,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0610,maize,Plumtree,2022/23,441.4,99.9,26.6,65.1,7.62,0.992,MundaSense deterministic synthetic demo generator v1,True
SYN-0611,maize,Plumtree,2022/23,629.9,190.8,31.5,65.4,6.99,0.691,MundaSense deterministic synthetic demo generator v1,True
SYN-0612,maize,Goromonzi,2023/24,234.4,87.3,29.3,67.1,6.67,0.241,MundaSense deterministic synthetic demo generator v1,True
SYN-0613,maize,Plumtree,2022/23,733.6,68.5,19.2,67.2,5.41,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0614,maize,Goromonzi,2024/25,759.5,94.4,29.5,56.8,5.73,2.2,MundaSense deterministic synthetic demo generator v1,True
SYN-0615,maize,Mutare,2023/24,573.5,52.6,28.0,83.5,6.03,2.555,MundaSense deterministic synthetic demo generator v1,True
SYN-0616,maize,Mutare,2024/25,161.1,90.5,20.3,78.8,5.54,0.15,MundaSense deterministic synthetic demo generator v1,True
SYN-0617,maize,Chinhoyi,2023/24,435.7,71.9,24.2,74.5,6.46,2.948,MundaSense deterministic synthetic demo generator v1,True
